Year,Rk,Player,Team,GP,W,L,Min,Dist_FT,Dist_Miles,Dist_Miles_off,Dist_Miles_def,avg_speed,avg_speed_off,avg_speed_def
2017,,Jonas Valanciunas,TOR,79,49,30,25.9,9300.1,1.76,0.94,0.82,4.1,4.25,3.94
2017,,Jonas Jerebko,BOS,78,51,27,15.8,6019.1,1.14,0.62,0.52,4.34,4.68,3.99
2017,,Jon Leuer,DET,75,34,41,25.9,10119.1,1.92,1.03,0.89,4.44,4.81,4.09
2017,,Johnny O'Bryant III,CHA,11,4,7,7.3,2669.6,0.51,0.27,0.23,4.17,4.52,3.82
2017,,John Wall,WAS,78,48,30,36.4,12087.6,2.29,1.19,1.1,3.79,4.07,3.52
2017,,John Lucas III,MIN,5,3,2,2.1,785.2,0.15,0.09,0.06,3.94,4.01,3.84
2017,,John Jenkins,PHX,4,0,4,3.2,1189,0.23,0.1,0.12,4.17,4.63,3.87
2017,,John Henson,MIL,58,26,32,19.4,6945.8,1.32,0.67,0.65,4.12,4.28,3.97
2017,,Joffrey Lauvergne,CHI,70,41,29,14,5155.3,0.98,0.52,0.45,4.19,4.52,3.88
2017,,Joel Embiid,PHI,31,13,18,25.4,9229.5,1.75,0.93,0.82,4.15,4.46,3.85
2017,,Joel Bolomboy,UTA,12,8,4,4.4,1661.8,0.31,0.18,0.14,4.34,4.59,3.82
2017,,Joel Anthony,SAS,19,15,4,6.4,2451.6,0.46,0.26,0.21,4.33,4.52,4.22
2017,,Joe Young,IND,32,18,14,4.1,1655.9,0.31,0.18,0.14,4.54,4.89,4.17
2017,,Joe Johnson,UTA,78,47,31,23.6,8374.1,1.59,0.89,0.69,4.04,4.38,3.67
2017,,Joe Ingles,UTA,82,51,31,24.1,8797.4,1.67,0.9,0.77,4.16,4.33,3.98
2017,,Joe Harris,BKN,51,10,41,21.9,8949.1,1.69,0.92,0.77,4.65,5.19,4.14
2017,,Jodie Meeks,ORL,36,14,22,20.5,7874.1,1.49,0.8,0.69,4.38,4.74,4.02
2017,,Joakim Noah,NYK,46,17,29,22.1,8495.4,1.61,0.87,0.74,4.39,4.71,4.06
2017,,Jimmy Butler,CHI,76,40,36,37,13728.7,2.6,1.41,1.19,4.23,4.47,3.96
2017,,Jerryd Bayless,PHI,3,1,2,23.8,8957.3,1.7,0.97,0.73,4.28,4.77,3.77
2017,,Jerian Grant,CHI,63,29,34,16.3,6080.9,1.15,0.6,0.55,4.25,4.36,4.11
2017,,Jeremy Lin,BKN,35,13,22,24.5,9497.7,1.8,0.98,0.82,4.41,4.97,3.88
2017,,Jeremy Lamb,CHA,62,27,35,18.4,7139.9,1.35,0.74,0.61,4.42,4.69,4.15
2017,,Jerami Grant,OKC,80,43,37,19.1,7227.4,1.37,0.72,0.65,4.31,4.64,4
2017,,Jeff Withey,UTA,51,33,18,8.5,3243.3,0.61,0.35,0.27,4.34,4.63,4.01
2017,,Jeff Teague,IND,81,42,39,32.5,11134.9,2.11,1.12,0.99,3.9,4.2,3.6
2017,,Jeff Green,ORL,69,26,43,22.2,7674.2,1.45,0.76,0.7,3.96,4.15,3.77
2017,,Jaylen Brown,BOS,78,50,28,17.2,6764.6,1.28,0.67,0.61,4.47,4.74,4.2
2017,,Jason Terry,MIL,74,37,37,18.4,6980.5,1.32,0.69,0.64,4.31,4.56,4.07
2017,,Jason Smith,WAS,74,45,29,14.4,5554.5,1.05,0.56,0.49,4.38,4.68,4.09
2017,,Jarrod Uthoff,DAL,9,2,7,12.8,4768.2,0.9,0.48,0.43,4.24,4.55,3.94
2017,,Jarrett Jack,NOP,2,1,1,16.5,5831.5,1.1,0.58,0.53,3.99,4.55,3.83
2017,,Jarnell Stokes,DEN,2,0,2,3.3,1134.5,0.21,0.1,0.12,3.69,4.63,3.06
2017,,Jarell Martin,MEM,42,23,19,13.3,5278.8,1,0.54,0.46,4.52,4.8,4.24
2017,,Jarell Eddie,PHX,5,0,5,12.5,4844,0.92,0.49,0.43,4.45,4.81,4.11
2017,,Jared Sullinger,TOR,11,2,9,10.7,3760.4,0.71,0.39,0.33,3.98,4.08,3.98
2017,,Jared Dudley,PHX,64,17,47,21.3,7678.1,1.45,0.8,0.66,4.13,4.65,3.62
2017,,James Young,BOS,29,16,13,7.6,2915.2,0.55,0.29,0.26,4.36,4.52,4.2
2017,,James Michael McAdoo,GSW,52,43,9,8.8,3478.6,0.66,0.34,0.32,4.5,4.72,4.29
2017,,James Jones,CLE,48,28,20,7.9,2907.2,0.55,0.3,0.25,4.17,4.54,3.8
2017,,James Johnson,MIA,76,40,36,27.4,10243,1.94,1.09,0.85,4.25,4.65,3.84
2017,,James Harden,HOU,81,54,27,36.4,11875.4,2.25,1.18,1.07,3.72,4.07,3.4
2017,,James Ennis III,MEM,64,32,32,23.4,8932,1.69,0.91,0.78,4.34,4.44,4.22
2017,,Jameer Nelson,DEN,74,33,41,27.3,9485.4,1.8,1,0.8,3.96,4.37,3.54
2017,,Jamal Murray,DEN,81,39,42,21.6,8736.7,1.65,0.9,0.75,4.6,5.06,4.15
2017,,Jamal Crawford,LAC,82,51,31,26.3,9242.8,1.75,0.95,0.81,4,4.19,3.79
2017,,Jakob Poeltl,TOR,53,37,16,11.7,4605.1,0.87,0.46,0.41,4.47,4.66,4.28
2017,,Jake Layman,POR,35,16,19,7.1,2765.4,0.52,0.3,0.23,4.43,4.88,3.95
2017,,Jahlil Okafor,PHI,50,15,35,22.7,8328,1.58,0.86,0.72,4.19,4.33,4.03
2017,,Jae Crowder,BOS,72,48,24,32.4,11815.3,2.24,1.18,1.06,4.15,4.43,3.88
2017,,Jabari Parker,MIL,51,22,29,33.9,12897.3,2.44,1.28,1.16,4.34,4.7,4.01
2017,,JaVale McGee,GSW,77,62,15,9.6,3609.3,0.68,0.35,0.33,4.28,4.65,3.97
2017,,JaMychal Green,MEM,77,40,37,27.3,10156.3,1.92,1.03,0.89,4.24,4.41,4.06
2017,,JR Smith,CLE,41,25,16,29,10176.9,1.93,1.01,0.92,4,4.1,3.89
2017,,JJ Redick,LAC,78,50,28,28.2,11129,2.11,1.16,0.95,4.5,4.92,4.08
2017,,J.J. Barea,DAL,34,10,24,22.1,7980.4,1.51,0.86,0.65,4.12,4.52,3.68
2017,,Ivica Zubac,LAL,38,8,30,16,5986,1.13,0.62,0.52,4.26,4.66,3.86
2017,,Ish Smith,DET,81,37,44,24.1,9717.8,1.84,1.05,0.79,4.58,5.21,3.95
2017,,Isaiah Whitehead,BKN,73,17,56,22.5,8755.3,1.66,0.87,0.79,4.43,4.83,4.07
2017,,Isaiah Thomas,BOS,76,51,25,33.8,12280.9,2.33,1.28,1.05,4.14,4.6,3.68
2017,,Isaiah Taylor,HOU,4,3,1,13,4827.5,0.91,0.47,0.44,4.28,4.41,4.16
2017,,Isaiah Canaan,CHI,39,19,20,15.2,5725.1,1.08,0.55,0.54,4.29,4.38,4.21
2017,,Iman Shumpert,CLE,76,48,28,25.5,9436.4,1.79,0.93,0.86,4.21,4.34,4.09
2017,,Ian Mahinmi,WAS,31,19,12,17.9,6461.5,1.22,0.63,0.59,4.13,4.37,3.9
2017,,Ian Clark,GSW,77,63,14,14.8,5832.9,1.1,0.6,0.5,4.5,4.96,4.05
2017,,Hollis Thompson,NOP,40,12,28,18.8,7196.3,1.36,0.73,0.63,4.37,4.61,4.12
2017,,Henry Ellenson,DET,19,8,11,7.7,3088.7,0.58,0.32,0.26,4.56,4.94,4.17
2017,,Hassan Whiteside,MIA,77,39,38,32.6,10971.8,2.08,1.1,0.98,3.83,3.91,3.74
2017,,Harrison Barnes,DAL,78,31,47,35.5,13324.9,2.52,1.4,1.12,4.28,4.52,4
2017,,Greivis Vasquez,BKN,3,1,2,12.9,4987,0.94,0.55,0.39,4.37,4.58,4.12
2017,,Greg Monroe,MIL,81,42,39,22.5,7864.5,1.49,0.74,0.75,3.98,3.98,3.97
2017,,Gorgui Dieng,MIN,82,31,51,32.4,11674.9,2.21,1.18,1.03,4.11,4.29,3.92
2017,,Gordon Hayward,UTA,73,46,27,34.5,12776.3,2.42,1.37,1.05,4.22,4.6,3.81
2017,,Goran Dragic,MIA,73,40,33,33.7,13030.6,2.47,1.39,1.08,4.41,4.82,3.97
2017,,Glenn Robinson III,IND,68,35,33,20.6,8102.6,1.53,0.81,0.72,4.49,4.73,4.24
2017,,Giannis Antetokounmpo,MIL,80,42,38,35.6,12712,2.41,1.29,1.12,4.08,4.46,3.71
2017,,Gerald Henderson,PHI,72,24,48,23.1,9251.1,1.75,0.98,0.77,4.55,5.01,4.06
2017,,Gerald Green,BOS,47,32,15,11.4,4402.2,0.83,0.44,0.39,4.4,4.68,4.12
2017,,Georgios Papagiannis,SAC,22,7,15,16.1,5952.2,1.13,0.6,0.53,4.2,4.5,3.9
2017,,Georges Niang,IND,22,11,11,4.1,1604.9,0.3,0.16,0.14,4.48,4.86,4.11
2017,,George Hill,UTA,49,33,16,31.5,11276.7,2.14,1.18,0.95,4.08,4.3,3.81
2017,,Gary Payton II,MIL,6,2,4,16.5,6896.3,1.31,0.69,0.62,4.73,4.95,4.51
2017,,Gary Neal,ATL,2,1,1,9.2,3350,0.63,0.34,0.3,4.26,4.98,3.65
2017,,Gary Harris,DEN,56,28,28,31.2,11414.6,2.16,1.16,1,4.17,4.46,3.86
2017,,Garrett Temple,SAC,65,25,40,26.6,9986.3,1.89,1.01,0.88,4.27,4.52,4.02
2017,,Fred VanVleet,TOR,36,24,12,8.1,3276.8,0.62,0.32,0.3,4.6,4.81,4.43
2017,,Frank Kaminsky,CHA,75,31,44,26.1,9974,1.89,1.08,0.81,4.36,4.87,3.82
2017,,Evan Turner,POR,65,34,31,25.5,9500.6,1.8,0.99,0.81,4.24,4.57,3.89
2017,,Evan Fournier,ORL,68,23,45,32.9,12389.5,2.35,1.25,1.1,4.31,4.67,3.97
2017,,Ersan Ilyasova,ATL,82,35,47,26.1,9721.5,1.84,1,0.84,4.24,4.69,3.8
2017,,Eric Gordon,HOU,75,50,25,31,10893.3,2.06,1.06,1,4,4.34,3.69
2017,,Eric Bledsoe,PHX,64,21,43,33,12361.1,2.34,1.24,1.1,4.27,4.63,3.92
2017,,Enes Kanter,OKC,72,43,29,21.3,7770.7,1.47,0.76,0.71,4.17,4.38,3.98
2017,,Emmanuel Mudiay,DEN,54,24,30,25.6,9922.6,1.88,1.05,0.82,4.41,4.92,3.89
2017,,Elijah Millsap,PHX,2,1,1,11.6,4288,0.81,0.41,0.4,4.17,4.36,3.99
2017,,Elfrid Payton,ORL,82,29,53,29.4,11362.5,2.15,1.1,1.05,4.42,4.71,4.15
2017,,Edy Tavares,CLE,2,1,1,13.8,4715,0.89,0.49,0.41,3.91,4.07,3.74
2017,,Ed Davis,POR,46,19,27,17.1,6428,1.22,0.65,0.56,4.26,4.48,4.03
2017,,E'Twaun Moore,NOP,73,32,41,24.9,9481,1.8,0.95,0.85,4.33,4.7,3.98
2017,,Dwyane Wade,CHI,60,29,31,29.9,10573.2,2,1.1,0.9,4.03,4.37,3.7
2017,,Dwight Powell,DAL,76,29,47,17.4,6608.4,1.25,0.68,0.58,4.34,4.52,4.14
2017,,Dwight Howard,ATL,74,37,37,29.7,10263.7,1.94,1.02,0.93,3.95,4.24,3.67
2017,,Draymond Green,GSW,76,62,14,32.5,11252.6,2.13,1.09,1.04,3.94,4.36,3.57
2017,,Dragan Bender,PHX,41,12,29,13.3,5117.7,0.97,0.51,0.46,4.38,4.91,3.92
2017,,Doug McDermott,OKC,66,35,31,22.8,9086.9,1.72,0.93,0.79,4.54,4.94,4.15
2017,,Dorian Finney-Smith,DAL,80,32,48,20.4,7777.6,1.47,0.79,0.69,4.34,4.47,4.2
2017,,Donatas Motiejunas,NOP,34,16,18,14.1,5291.8,1,0.53,0.47,4.29,4.66,3.91
2017,,Domantas Sabonis,OKC,81,46,35,20.1,7526.8,1.43,0.76,0.67,4.27,4.8,3.79
2017,,Dirk Nowitzki,DAL,53,22,31,26.3,8317.8,1.58,0.84,0.73,3.61,3.72,3.49
2017,,Dion Waiters,MIA,46,27,19,30.1,10822.9,2.05,1.12,0.92,4.09,4.39,3.78
2017,,Diamond Stone,LAC,7,6,1,3.5,1354,0.26,0.14,0.12,4.45,4.44,4.47
2017,,Deyonta Davis,MEM,36,23,13,6.6,2397,0.45,0.24,0.22,4.12,4.34,3.95
2017,,Dewayne Dedmon,SAS,75,55,20,17.5,6444.7,1.22,0.66,0.56,4.19,4.5,3.87
2017,,Devin Harris,DAL,64,28,36,16.7,6058.8,1.15,0.64,0.51,4.13,4.43,3.81
2017,,Devin Booker,PHX,76,23,53,35,12688.9,2.4,1.28,1.12,4.13,4.51,3.77
2017,,Derrick Williams,CLE,50,16,34,16.1,6056.8,1.15,0.63,0.52,4.29,4.64,3.92
2017,,Derrick Rose,NYK,64,26,38,32.5,11977.7,2.27,1.23,1.03,4.19,4.5,3.87
2017,,Derrick Jones Jr.,PHX,32,7,25,17,6747.4,1.28,0.64,0.63,4.56,4.85,4.3
2017,,Derrick Favors,UTA,50,33,17,23.7,8625.9,1.63,0.89,0.75,4.15,4.33,3.94
2017,,Deron Williams,CLE,63,24,39,25.8,9155.2,1.73,0.97,0.76,4.04,4.37,3.69
2017,,Denzel Valentine,CHI,57,28,29,17.1,6602.8,1.25,0.67,0.58,4.39,4.72,4.06
2017,,Dennis Schroder,ATL,79,42,37,31.4,11931.4,2.26,1.22,1.04,4.32,4.76,3.91
2017,,Demetrius Jackson,BOS,5,1,4,3.4,1303,0.25,0.13,0.11,4.23,5.35,3.93
2017,,Delon Wright,TOR,27,19,8,16.5,6635.9,1.26,0.67,0.59,4.57,4.9,4.23
2017,,Dejounte Murray,SAS,38,29,9,8.5,3425.8,0.65,0.35,0.3,4.62,4.92,4.31
2017,,DeMarre Carroll,TOR,71,43,28,26.2,9563,1.81,0.95,0.86,4.16,4.26,4.05
2017,,DeMarcus Cousins,NOP,72,30,42,34.2,10800,2.05,1.07,0.97,3.6,3.67,3.52
2017,,DeMar DeRozan,TOR,73,46,27,35.5,12655.3,2.4,1.34,1.06,4.06,4.42,3.69
2017,,DeAndre' Bembry,ATL,38,20,18,9.8,3661.8,0.69,0.36,0.33,4.28,4.54,3.99
2017,,DeAndre Liggins,DAL,62,40,22,12.5,4927.2,0.93,0.47,0.47,4.48,4.42,4.55
2017,,DeAndre Jordan,LAC,81,51,30,31.7,10698.2,2.03,1.07,0.96,3.84,4.01,3.66
2017,,Davis Bertans,SAS,66,51,15,12.2,4906.4,0.93,0.53,0.4,4.59,5.2,3.98
2017,,David West,GSW,68,56,12,12.6,4160.3,0.79,0.4,0.39,3.78,3.96,3.6
2017,,David Nwaba,LAL,20,5,15,19.9,7909.6,1.5,0.75,0.75,4.54,4.69,4.37
2017,,David Lee,SAS,78,58,20,18.8,6920.1,1.31,0.69,0.62,4.2,4.42,3.98
2017,,Darrun Hilliard,DET,39,19,20,9.8,3694.9,0.7,0.39,0.31,4.32,4.69,3.94
2017,,Darren Collison,SAC,68,26,42,30.3,11131.2,2.11,1.15,0.95,4.18,4.38,3.94
2017,,Darrell Arthur,DEN,41,20,21,15.6,5468.8,1.04,0.55,0.48,4.02,4.35,3.71
2017,,Dario Saric,PHI,81,28,53,26.3,10286.4,1.95,1.07,0.87,4.46,4.84,4.06
2017,,Danuel House,WAS,1,0,1,0.8,264,0.05,0.02,0.03,7.24,0,0
2017,,Dante Exum,UTA,66,40,26,18.6,7200.2,1.36,0.73,0.64,4.41,4.58,4.23
2017,,Dante Cunningham,NOP,66,28,38,25,9924.4,1.88,0.98,0.9,4.52,4.9,4.18
2017,,Danny Green,SAS,67,51,16,26.5,10461.9,1.98,1.09,0.89,4.49,4.76,4.2
2017,,Danilo Gallinari,DEN,62,30,32,33.9,12006,2.27,1.25,1.03,4.02,4.42,3.63
2017,,Daniel Ochefu,WAS,19,12,7,3.9,1395,0.26,0.14,0.12,4.01,4.12,3.89
2017,,Damjan Rudez,ORL,45,12,33,7,2580.2,0.49,0.27,0.22,4.22,4.7,3.73
2017,,Damian Lillard,POR,75,38,37,35.9,13144.8,2.49,1.41,1.08,4.17,4.66,3.67
2017,,Damian Jones,GSW,10,7,3,8.5,3108.4,0.59,0.31,0.28,4.16,4.29,4.03
2017,,Dahntay Jones,CLE,1,0,1,12,4114,0.78,0.44,0.34,4,3.54,3.46
2017,,D.J. Augustin,ORL,78,29,49,19.7,7093.7,1.34,0.74,0.6,4.1,4.43,3.75
2017,,D'Angelo Russell,LAL,63,21,42,28.7,11042.4,2.09,1.15,0.94,4.38,4.83,3.92
2017,,Cristiano Felicio,CHI,66,31,35,15.8,5943.3,1.13,0.59,0.54,4.3,4.52,4.08
2017,,Courtney Lee,NYK,77,29,48,31.9,11943.1,2.26,1.19,1.07,4.25,4.42,4.08
2017,,Cory Joseph,TOR,79,48,31,25,10098.7,1.91,1.03,0.88,4.6,4.89,4.3
2017,,Corey Brewer,LAL,82,47,35,15.6,5927.4,1.12,0.56,0.56,4.32,4.52,4.13
2017,,Cole Aldrich,MIN,62,23,39,8.6,3162.2,0.6,0.32,0.28,4.2,4.5,3.91
2017,,Cody Zeller,CHA,62,33,29,27.8,10552,2,1.09,0.91,4.31,4.7,3.93
2017,,Clint Capela,HOU,65,44,21,23.9,8839.1,1.67,0.87,0.8,4.23,4.62,3.88
2017,,Christian Wood,CHA,13,5,8,8.2,3160,0.6,0.33,0.27,4.38,4.66,4.09
2017,,Chris Paul,LAC,61,43,18,31.5,10925.4,2.07,1.13,0.94,3.95,4.3,3.6
2017,,Chris McCullough,WAS,16,1,15,5,1986.8,0.38,0.19,0.19,4.47,5.44,3.8
2017,,Chris Andersen,CLE,12,8,4,9.5,3334.1,0.63,0.32,0.31,4.01,4.38,3.69
2017,,Chinanu Onuaku,HOU,5,2,3,10.3,3617,0.69,0.37,0.31,3.96,4.33,3.81
2017,,Cheick Diallo,NOP,17,9,8,11.7,4548.7,0.86,0.44,0.42,4.41,4.79,4.07
2017,,Chasson Randle,NYK,26,8,18,11.5,4740.9,0.9,0.48,0.42,4.69,5.22,4.2
2017,,Channing Frye,CLE,74,44,30,18.9,6528,1.24,0.66,0.57,3.93,4.22,3.64
2017,,Chandler Parsons,MEM,34,18,16,19.8,7267.6,1.38,0.77,0.61,4.17,4.51,3.81
2017,,Carmelo Anthony,NYK,74,29,45,34.3,11653.2,2.21,1.19,1.01,3.86,4.09,3.63
2017,,Caris LeVert,BKN,56,15,41,21.8,8290.2,1.57,0.83,0.74,4.34,4.75,3.96
2017,,Cameron Payne,CHI,31,16,15,14.9,5654.9,1.07,0.58,0.49,4.32,4.75,3.91
2017,,CJ Wilcox,ORL,22,8,14,4.9,1787.1,0.34,0.18,0.16,4.12,4.44,3.93
2017,,CJ Miles,IND,75,39,36,23.4,8335.9,1.58,0.84,0.74,4.06,4.32,3.8
2017,,CJ McCollum,POR,80,40,40,35,13753.8,2.6,1.48,1.13,4.49,5.02,3.94
2017,,C.J. Watson,ORL,62,20,42,16.3,6218.3,1.18,0.63,0.54,4.34,4.74,3.96
2017,,Buddy Hield,SAC,82,31,51,23,9436.1,1.79,0.96,0.83,4.66,5.12,4.23
2017,,Bryn Forbes,SAS,35,24,11,8,3035.7,0.57,0.32,0.25,4.32,4.72,3.9
2017,,Bruno Caboclo,TOR,8,7,1,4.8,1914.9,0.36,0.2,0.16,4.56,4.89,4.21
2017,,Brook Lopez,BKN,75,20,55,29.6,10535.7,2,1.06,0.94,4.05,4.35,3.76
2017,,Brice Johnson,LAC,3,1,2,3.1,1028.7,0.19,0.11,0.08,3.9,4.03,3.78
2017,,Briante Weber,CHA,20,12,8,10.3,4204.6,0.8,0.43,0.36,4.66,4.8,4.51
2017,,Brian Roberts,CHA,41,16,25,10.2,3959.9,0.75,0.42,0.33,4.44,4.77,4.1
2017,,Brandon Rush,MIN,47,15,32,21.9,8425.1,1.6,0.84,0.76,4.37,4.42,4.32
2017,,Brandon Knight,PHX,53,16,37,21.2,8200.1,1.55,0.82,0.73,4.41,4.75,4.09
2017,,Brandon Jennings,WAS,81,37,44,22.2,8626.2,1.63,0.89,0.75,4.42,4.81,4.04
2017,,Brandon Ingram,LAL,79,26,53,28.9,11045.2,2.09,1.13,0.96,4.36,4.73,3.99
2017,,Brandon Bass,LAC,52,29,23,11.1,4148.4,0.79,0.43,0.36,4.26,4.43,4.08
2017,,Brandan Wright,MEM,28,14,14,16,5524.6,1.05,0.56,0.49,3.96,4,3.9
2017,,Bradley Beal,WAS,77,48,29,34.9,12840.6,2.43,1.28,1.15,4.19,4.54,3.86
2017,,Boris Diaw,UTA,73,45,28,17.6,6315.8,1.2,0.67,0.53,4.09,4.38,3.78
2017,,Bojan Bogdanovic,WAS,80,23,57,25.8,9794.5,1.86,0.99,0.86,4.33,4.72,3.96
2017,,Bobby Portis,CHI,64,30,34,15.6,6077.5,1.15,0.62,0.53,4.43,4.74,4.12
2017,,Bobby Brown,HOU,25,18,7,4.9,1709.9,0.32,0.17,0.15,3.96,4.22,3.69
2017,,Boban Marjanovic,DET,35,16,19,8.4,2912.6,0.55,0.29,0.26,3.96,4.1,3.83
2017,,Blake Griffin,LAC,61,40,21,34,11390.4,2.16,1.14,1.02,3.81,4,3.62
2017,,Bismack Biyombo,ORL,81,29,52,22.1,8065.1,1.53,0.8,0.72,4.15,4.34,3.96
2017,,Beno Udrih,DET,39,18,21,14.4,5596.6,1.06,0.61,0.45,4.44,5.08,3.8
2017,,Ben McLemore,SAC,61,27,34,19.3,7621.1,1.44,0.78,0.66,4.5,4.75,4.24
2017,,Ben Bentil,DAL,3,2,1,3.3,1275.3,0.24,0.13,0.11,4.26,4.49,3.98
2017,,Axel Toupane,NOP,4,2,2,11.9,4833.5,0.92,0.46,0.45,4.68,4.89,4.27
2017,,Avery Bradley,BOS,55,34,21,33.4,12604,2.39,1.23,1.16,4.3,4.47,4.14
2017,,Austin Rivers,LAC,74,43,31,27.8,10180.5,1.93,1.03,0.9,4.18,4.37,3.98
2017,,Arron Afflalo,SAC,61,23,38,25.9,9298.4,1.76,0.97,0.79,4.09,4.29,3.88
2017,,Aron Baynes,DET,75,34,41,15.5,5512.6,1.04,0.53,0.51,4.05,4.13,3.96
2017,,Arinze Onuaku,ORL,8,3,5,3.5,1144.5,0.22,0.11,0.11,3.6,4.05,3.61
2017,,Archie Goodwin,BKN,15,8,7,14.3,5668.3,1.07,0.54,0.53,4.52,4.61,4.44
2017,,Anthony Tolliver,SAC,65,26,39,22.7,8589,1.63,0.9,0.73,4.3,4.62,3.98
2017,,Anthony Morrow,CHI,49,25,24,14.6,5131,0.97,0.5,0.47,4.01,4.24,3.78
2017,,Anthony Davis,NOP,75,31,44,36.1,12574.2,2.38,1.24,1.15,3.96,4.33,3.64
2017,,Anthony Brown,ORL,11,3,8,14.5,5557.6,1.05,0.54,0.51,4.38,4.7,4.09
2017,,Anthony Bennett,BKN,22,3,19,11,4203.9,0.8,0.43,0.37,4.33,4.89,3.82
2017,,Andrew Wiggins,MIN,82,31,51,37.2,13024.1,2.47,1.34,1.13,3.98,4.23,3.73
2017,,Andrew Nicholson,BKN,38,20,18,9,3226.7,0.61,0.33,0.28,4.08,4.37,3.79
2017,,Andrew Harrison,MEM,72,38,34,20.5,7116.4,1.35,0.74,0.61,3.95,4.14,3.75
2017,,Andrew Bogut,CLE,27,8,19,21.6,7271.3,1.38,0.75,0.62,3.84,3.92,3.75
2017,,Andre Roberson,OKC,79,46,33,30.1,11786.1,2.23,1.12,1.11,4.46,4.73,4.22
2017,,Andre Iguodala,GSW,76,64,12,26.3,9741.5,1.84,0.96,0.89,4.21,4.63,3.84
2017,,Andre Drummond,DET,81,36,45,29.8,10624.3,2.01,1.02,0.99,4.07,4.15,3.99
2017,,Anderson Varejao,GSW,14,12,2,6.6,2682.6,0.51,0.27,0.24,4.64,4.89,4.39
2017,,Amir Johnson,BOS,80,51,29,20.1,7090.8,1.34,0.69,0.66,4.02,4.2,3.84
2017,,Alonzo Gee,DEN,13,4,9,6.9,2623.5,0.5,0.25,0.24,4.36,4.35,4.37
2017,,Allen Crabbe,POR,79,39,40,28.5,10897,2.06,1.14,0.92,4.35,4.76,3.94
2017,,Alexis Ajinca,NOP,39,15,24,15,5514.1,1.04,0.55,0.49,4.2,4.62,3.8
2017,,Alex Poythress,PHI,6,0,6,26.1,10594.3,2.01,1.09,0.91,4.59,5.11,4.16
2017,,Alex Len,PHX,75,20,55,20.4,7467.6,1.41,0.75,0.67,4.17,4.54,3.83
2017,,Alex Abrines,OKC,68,37,31,15.5,5935.7,1.12,0.6,0.53,4.38,4.7,4.07
2017,,Alec Burks,UTA,42,26,16,15.6,5751.6,1.09,0.58,0.51,4.22,4.33,4.07
2017,,Alan Williams,PHX,47,11,36,15.1,5514.8,1.04,0.54,0.51,4.21,4.55,3.89
2017,,Alan Anderson,LAC,30,20,10,10.3,3706.6,0.7,0.35,0.35,4.12,3.99,4.25
2017,,Al-Farouq Aminu,POR,61,33,28,29.1,10738,2.03,1.11,0.93,4.21,4.53,3.88
2017,,Al Jefferson,IND,65,33,32,14.2,4898,0.93,0.49,0.44,3.93,3.97,3.89
2017,,Al Horford,BOS,68,46,22,32.3,11286.5,2.14,1.12,1.02,3.99,4.2,3.77
2017,,Adreian Payne,MIN,18,5,13,7.5,2840.5,0.54,0.29,0.25,4.32,4.65,3.9
2017,,Aaron Harrison,CHA,5,2,3,3.3,1180.8,0.22,0.12,0.1,3.98,4.19,3.75
2017,,Aaron Gordon,ORL,80,29,51,28.7,11234.2,2.13,1.14,0.99,4.45,4.85,4.06
2017,,Aaron Brooks,IND,64,36,28,13.6,4953.5,0.94,0.51,0.43,4.14,4.35,3.92
2017,,AJ Hammons,DAL,22,4,18,7.4,2571.2,0.49,0.25,0.23,3.94,4.16,3.72
